Código - Nome,Turma,Vagas,Número créditos aula teórica,Número de créditos aula prática,Número de turmas agrupadas aula teórica,Turmas teóricas agrupadas,Número de turmas agrupadas aula prática,Turmas práticas agrupadas,Número de professores,Professor,Formato,Indicação de professor,Indicação de Horário,Ambiente,Carga Didática,Vagas Efetivas,Observações
EMB5927 - Engenharia de Tráfego I,05607,25,2,,2,05607/06608,2,05607/06608,1,Christiane Wenck Nogueira Fernandes,2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,1.00,25,
EMB5927 - Engenharia de Tráfego I,06608,25,2,,2,05607/06608,2,05607/06608,1,Christiane Wenck Nogueira Fernandes,2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,1.00,25,
EMB5931 - Gestão de Custos em Transportes,07608,25,3,,1,07608,1,07608,1,Pedro Paulo de Andrade Júnior,3,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,3.00,25,
EMB5932 - Logística II,07608,25,2,2,1,07608,1,07608,1,Francielly Hedler Staudt,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,4.00,25,
EMB5933 - Sistema de Informaçoes Geográficas para Transporte,07608,25,3,,1,07608,1,07608,1,Simone Becker Lopes,3,Coord. Transporte e Logística,Coord. Transporte e Logística,Laboratório Informática,3.00,25,
EMB5935 - Simulação em Transportes,09608,25,3,,1,09608,1,09608,1,Helry Luvillany Fontenele Dias,3,Coord. Transporte e Logística,Coord. Transporte e Logística,Laboratório Informática,3.00,25,
EMB5936 - Engenharia de Tráfego II,07608,25,3,,1,07608,1,07608,1,Helry Luvillany Fontenele Dias,3,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,3.00,25,
EMB5937 - Impactos Ambientais dos Transportes,09604,15,2,,2,05608/09604,2,05608/09604,1,Roni Matheus Severis,2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,1.00,15,
EMB5937 - Impactos Ambientais dos Transportes,05608,25,2,,2,05608/09604,2,05608/09604,1,Roni Matheus Severis,2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,1.00,25,
EMB5938 - Grafos e Redes,05608,25,3,,1,05608,1,05608,1,Pablo Andretta Jaskowiak,3,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,3.00,25,
EMB5940 - Processos Estocásticos,08608,25,2,2,1,08608,1,08608,1,Christiane Wenck Nogueira Fernandes,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Laboratório Informática,4.00,25,
EMB5941 - Planejamento Integrado de Transportes e Uso do Solo,08608,25,2,2,1,08608,1,08608,1,Simone Becker Lopes,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Laboratório Informática,4.00,25,
EMB5950 - Pesquisa Operacional I,04608,25,2,2,1,04608,1,04608,1,Christiane Wenck Nogueira Fernandes,2+2,Coord. Transporte e Logística,Departamento,Laboratório Informática,4.00,25,
EMB5951 - Pesquisa Operacional II,05608,25,2,2,1,05608,1,05608,1,Silvia Lopes de Sena Taglialenha,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Laboratório Informática,4.00,25,
EMB5952 - Pesquisa Operacional III,06608,25,2,2,1,06608,1,06608,1,Silvia Lopes de Sena Taglialenha,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Laboratório Informática,4.00,25,
EMB5962 - Planejamento Estratégico,09608,35,3,,1,09608,1,09608,1,Janaina Renata Garcia,3,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,3.00,35,
EMB5046 - Estágio Curricular Obrigatório,10606,25,,,1,10606,1,10606,0,A definir,,Coord. Naval,Coord. Naval,,0.00,0,
EMB5107 - Manutenção e Confiabilidade,04602,20,2,,3,04602/04606/06603,3,04602/04606/06603,1,Maurício de Campos Porath,2,Coord. Naval,Departamento,Sala Comum,0.67,20,
EMB5107 - Manutenção e Confiabilidade,04606,15,2,,3,04602/04606/06603,3,04602/04606/06603,1,Maurício de Campos Porath,2,Coord. Naval,Departamento,Sala Comum,0.67,15,
EMB5117 - Introdução ao Método de Elementos Finitos,07603,25,2,2,2,07603/08606,2,07603/08606,1,Vitor Takashi Endo,2+2,Coord. Naval,preencher,Sala Comum + Laboratório Informática,2.00,25,
EMB5117 - Introdução ao Método de Elementos Finitos,08606,20,2,2,2,07603/08606,2,07603/08606,1,Vitor Takashi Endo,2+2,Coord. Naval,preencher,Sala Comum + Laboratório Informática,2.00,20,
EMB5707 - Máquinas Marítimas,07606,25,2,2,1,07606,1,07606,1,Jorge Luiz Goes Oliveira,2+2,Coord. Naval,Coord. Naval,Sala Comum,4.00,25,
EMB5710 - Hidrodinâmica Aplicada I,06606,30,2,2,1,06606,1,06606,1,Lucas Weihmann,2+2,Coord. Naval,Coord. Naval,Sala Comum,4.00,30,
EMB5714 - Projetos de Navio II,08606,25,2,2,1,08606,1,08606,1,Thiago Pontin Tancredi,2+2,Coord. Naval,Coord. Naval,Sala Comum,4.00,25,
EMB5715 - Projeto de Embarcações Especiais,09606,20,2,2,1,09606,1,09606,1,Ricardo Aurélio Quinhões Pinto,2+2,Coord. Naval,Coord. Naval,Sala Comum + Laboratório Informática,4.00,20,
EMB5716 - Hidrodinâmica Aplicada II,07606,35,2,2,1,07606,1,07606,1,André Luís Condino Fujarra,2+2,Coord. Naval,Coord. Naval,Sala Comum,4.00,35,
EMB5717 - Processo de Construção Naval,08606,25,3,,1,08606,1,08606,1,Ricardo Aurélio Quinhões Pinto,3,Coord. Naval,Coord. Naval,Sala Comum,3.00,25,
EMB5724 - Processos de Soldagem para Engenharia Naval,07606,25,2,2,1,07606,1,07606,1,Tiago Vieira da Cunha,2+2,Coord. Naval,Coord. Naval,Sala Comum + Laboratório Específico,4.00,25,
EMB5731 - Introdução à Engenharia Naval,01606,35,2,,1,01606,1,01606,1,Luis Fernando Peres Calil,2,Coord. Naval,Coord. Naval,Sala Comum,2.00,35,
EMB5732 - Laboratório de Engenharia Naval,02606,35,2,,1,02606,1,02606,1,André Luís Condino Fujarra,2,Coord. Naval,Coord. Naval,Sala Comum,2.00,35,
EMB5733 - Arquitetura Naval I,05606,45,2,2,1,05606,1,05606,1,Vitor Takashi Endo,2+2,Coord. Naval,Coord. Naval,Sala Comum + Laboratório Informática,4.00,45,
EMB5734 - Arquitetura Naval II,06606,30,3,,1,06606,1,06606,1,André Luís Condino Fujarra,3,Coord. Naval,Coord. Naval,Sala Comum,3.00,30,
EMB5735 - Projeto de Navio I,07606,25,2,2,1,07606,1,07606,1,Ricardo Aurélio Quinhões Pinto,2+2,Coord. Naval,Coord. Naval,Sala Comum + Laboratório Informática,4.00,25,
EMB5742 - Materiais Metálicos para Construção Naval,10606,25,2,,1,10606,1,10606,1,Viviane Lilian Soethe,2,Coord. Naval,Coord. Naval,Sala Comum,2.00,25,
EMB5763 - Sistemas Eletroeletrônicos a Bordo,06606,35,3,,1,06606,1,06606,1,Aluísio do Nascimento Wrasse,3,Coord. Naval,Coord. Naval,Sala Comum,3.00,35,
EMB5764 - Estruturas Navais II,08606,25,1,1,1,08606,1,08606,2,Thiago Pontin Tancredi,2+2,Coord. Naval,Coord. Naval,Sala Comum + Laboratório Informática,2.00,12.5,
EMB5764 - Estruturas Navais II,08606,25,1,1,1,08606,1,08606,2,Vitor Takashi Endo,2+2,Coord. Naval,Coord. Naval,Sala Comum + Laboratório Informática,2.00,12.5,
EMB5765 - Estruturas Navais I,07606,25,2,2,1,07606,1,07606,1,Thiago Pontin Tancredi,2+2,Coord. Naval,Coord. Naval,Sala Comum,4.00,25,
EMB5772 - Materiais de Construção Naval,07606,30,1,1,1,07606,1,07606,2,Gabriel Benedet Dutra,2+2,Coord. Naval,Coord. Naval,Sala Comum,2.00,15,
EMB5772 - Materiais de Construção Naval,07606,30,1,1,1,07606,1,07606,2,Viviane Lilian Soethe,2+2,Coord. Naval,Coord. Naval,Sala Comum,2.00,15,
EMB5791 - Trabalho de Conclusão de Curso,09606,50,,,1,09606,1,09606,1,Luis Fernando Peres Calil,,Coord. Naval,Coord. Naval,,0.00,50,
EMB5045 - Trabalho de Conclusão de Curso,09605,25,,,1,09605,1,09605,1,Aline Durrer Patelli Juliani,,Coord. Mecatrônica,Coord. Mecatrônica,,0.00,25,
EMB5046 - Estágio Curricular Obrigatório,10605,25,,,1,10605,1,10605,1,Milton Evangelista de Oliveira Filho,,Coord. Mecatrônica,Coord. Mecatrônica,,0.00,25,
EMB5096 - Intercâmbio III,02605,,,,1,02605,1,02605,0,A definir,,Coord. BCT,Coord. BCT,,0.00,0,
EMB5108 - Circuitos Elétricos,05602,25,2,2,2,05602/05604,1,05602,1,Moises Ferber de Vieira Lessa,2+2,Coord. Mecatrônica,Departamento,Sala Comum,3.00,25,
EMB5108 - Circuitos Elétricos,04603,20,2,2,2,04603/04605,1,04603,1,Aline Durrer Patelli Juliani,2+2,Coord. Mecatrônica,Departamento,Sala Comum,3.00,20,
EMB5108 - Circuitos Elétricos,05604,15,2,2,2,05602/05604,1,05604,1,Moises Ferber de Vieira Lessa,2+2,Coord. Mecatrônica,Departamento,Sala Comum,2.00,15,
EMB5108 - Circuitos Elétricos,04605,20,2,2,2,04603/04605,1,04605,1,Aline Durrer Patelli Juliani,2+2,Coord. Mecatrônica,Departamento,Sala Comum,2.00,20,
EMB5111 - Introdução ao Controle,07604,25,2,2,1,07604,1,07604,1,Felipe Joel Zimann,2+2,Coord. Mecatrônica,Departamento,Sala Comum,4.00,25,
EMB5116 - Eletrônica Analógica,06602,25,2,2,2,06602/06604,2,06602/06604,1,Milton Evangelista de Oliveira Filho,2+2,Coord. Mecatrônica,Departamento,Sala Comum,2.00,25,
EMB5116 - Eletrônica Analógica,06604,10,2,2,2,06602/06604,2,06602/06604,1,Milton Evangelista de Oliveira Filho,2+2,Coord. Mecatrônica,Departamento,Sala Comum,2.00,10,
EMB5116 - Eletrônica Analógica,05605,30,2,2,1,05605,1,05605,1,Aluísio do Nascimento Wrasse,2+2,Coord. Mecatrônica,Departamento,Sala Comum,4.00,30,
EMB5600 - Programação I,01601,30,2,2,2,01601/01605,2,01601/01605,1,Tatiana Renata Garcia,2+2,Coord. Mecatrônica,Departamento,Sala Comum + Laboratório Informática,2.00,30,
EMB5600 - Programação I,02602,25,2,2,4,02602/02603/02604/02607,2,02602/02603,1,Benjamin Grando Moreira,2+2,Coord. Mecatrônica,Departamento,Sala Comum + Laboratório Informática,1.50,25,
EMB5600 - Programação I,02603,25,2,2,4,02602/02603/02604/02607,2,02602/02603,1,Benjamin Grando Moreira,2+2,Coord. Mecatrônica,Departamento,Sala Comum + Laboratório Informática,1.50,25,
EMB5600 - Programação I,02604,20,2,2,4,02602/02603/02604/02607,2,02604/02607,1,Benjamin Grando Moreira,2+2,Coord. Mecatrônica,Departamento,Sala Comum + Laboratório Informática,1.00,20,
EMB5600 - Programação I,01605,25,2,2,2,01601/01605,2,01601/01605,1,Tatiana Renata Garcia,2+2,Coord. Mecatrônica,Departamento,Sala Comum + Laboratório Informática,2.00,25,
EMB5600 - Programação I,01606,25,2,2,2,01606/01608,2,01606/01608,1,Felipe Joel Zimann,2+2,Coord. Mecatrônica,Departamento,Sala Comum + Laboratório Informática,2.00,25,Confirmar se fica com o Felipe ou o substituto que será contratado
EMB5600 - Programação I,02607,25,2,2,4,02602/02603/02604/02607,2,02604/02607,1,Benjamin Grando Moreira,2+2,Coord. Mecatrônica,Departamento,Sala Comum + Laboratório Informática,1.00,25,
EMB5600 - Programação I,01608,25,2,2,2,01606/01608,2,01606/01608,1,Felipe Joel Zimann,2+2,Coord. Mecatrônica,Departamento,Sala Comum + Laboratório Informática,2.00,25,
EMB5602 - Controle Digital,07605,25,3,,1,07605,1,07605,1,Alexandro Garro Brito,3,Coord. Mecatrônica,Coord. Mecatrônica,Sala Comum,3.00,25,
EMB5604 - Instrumentação,07605,25,2,2,1,07605,1,07605,1,Aluísio do Nascimento Wrasse,2+2,Coord. Mecatrônica,Coord. Mecatrônica,Sala Comum,4.00,25,
EMB5609 - Sistemas de Comunicação,06605,25,2,2,1,06605,1,06605,1,Wyllian Bezerra da Silva,2+2,Coord. Mecatrônica,Coord. Mecatrônica,Sala Comum,4.00,25,
EMB5615 - Robótica e Sistemas Mecatrônicos,09605,25,2,2,1,09605,1,09605,1,Roberto Simoni,2+2,Coord. Mecatrônica,Coord. Mecatrônica,Sala Comum,4.00,25,
EMB5617 - Sistemas Inteligentes,07605,25,2,2,1,07605,1,07605,1,Benjamin Grando Moreira,2+2,Coord. Mecatrônica,Coord. Mecatrônica,Laboratório Informática,4.00,25,
EMB5626 - Circuitos Digitais,07602,35,2,2,1,07602,1,07602,1,Felipe Joel Zimann,2+2,Coord. Mecatrônica,Departamento,Sala Comum,4.00,35,
EMB5626 - Circuitos Digitais,02605,30,2,2,1,02605,1,02605,1,Anderson Wedderhoff Spengler,2+2,Coord. Mecatrônica,Departamento,Sala Comum,4.00,30,
EMB5627 - Sistemas Motrizes I,06605,25,2,2,1,06605,1,06605,1,Felipe Joel Zimann,2+2,Coord. Mecatrônica,Departamento,Sala Comum,4.00,25,
EMB5628 - Sistemas Motrizes II,07605,25,3,,1,07605,1,07605,1,Aline Durrer Patelli Juliani,3,Coord. Mecatrônica,Departamento,Sala Comum,3.00,25,
EMB5630 - Programação II,02601,17,3,,2,02601/02608,2,02601/02608,1,Pablo Andretta Jaskowiak,3,Coord. Mecatrônica,Departamento,Laboratório Informática,1.50,17,
EMB5630 - Programação II,99602,,3,,1,99602,1,99602,0,A definir,3,Coord. Mecatrônica,Departamento,Laboratório Informática,3.00,0,Não será ofertada esta turma
EMB5630 - Programação II,02605,30,3,,1,02605,1,02605,1,Pablo Andretta Jaskowiak,3,Coord. Mecatrônica,Departamento,Laboratório Informática,3.00,30,
EMB5630 - Programação II,02608,17,3,,2,02601/02608,2,02601/02608,1,Pablo Andretta Jaskowiak,3,Coord. Mecatrônica,Departamento,Laboratório Informática,1.50,17,
EMB5631 - Programação III,03601,15,3,,2,03601/03608,2,03601/03608,1,Gian Ricardo Berkenbrock,3,Coord. Mecatrônica,Departamento,Laboratório Informática,1.50,15,
EMB5631 - Programação III,03605,30,3,,1,03605,1,03605,1,Gian Ricardo Berkenbrock,3,Coord. Mecatrônica,Departamento,Laboratório Informática,3.00,30,
EMB5631 - Programação III,03608,19,3,,2,03601/03608,2,03601/03608,1,Gian Ricardo Berkenbrock,3,Coord. Mecatrônica,Departamento,Laboratório Informática,1.50,19,
EMB5632 - Sistemas Operacionais,05605,25,3,,1,05605,1,05605,1,A definir,3,Coord. Mecatrônica,Departamento,Laboratório Informática,3.00,25,
EMB5633 - Sistemas de Tempo Real,06605,25,3,,1,06605,1,06605,1,A definir,3,Coord. Mecatrônica,Coord. Mecatrônica,Laboratório Informática,3.00,25,
EMB5634 - Redes de Comunicação de Dados,07605,25,2,2,1,07605,1,07605,1,Wyllian Bezerra da Silva,2+2,Coord. Mecatrônica,Coord. Mecatrônica,Sala Comum,4.00,25,
EMB5635 - Informática Industrial,08605,25,3,,1,08605,1,08605,1,Gian Ricardo Berkenbrock,3,Coord. Mecatrônica,Coord. Mecatrônica,Laboratório Informática,3.00,25,Precisa do lab da sala 212
EMB5636 - Projeto Integrador I,06605,25,2,,1,06605,1,06605,1,Wyllian Bezerra da Silva,2,Coord. Mecatrônica,Coord. Mecatrônica,Sala Comum,2.00,25,
EMB5637 - Projeto Integrador II,08605,25,2,,1,08605,1,08605,1,A definir,2,Coord. Mecatrônica,Coord. Mecatrônica,Sala Comum,2.00,25,
EMB5640 - Sinais e Sistemas,05603,20,2,2,2,05603/05605,2,05603/05605,1,Milton Evangelista de Oliveira Filho,2+2,Coord. Mecatrônica,Departamento,Sala Comum,2.00,20,
EMB5640 - Sinais e Sistemas,05605,25,2,2,2,05603/05605,2,05603/05605,1,Milton Evangelista de Oliveira Filho,2+2,Coord. Mecatrônica,Departamento,Sala Comum,2.00,25,
EMB5641 - Sistema de Controle,06605,35,2,2,1,06605,1,06605,1,Alexandro Garro Brito,2+2,Coord. Mecatrônica,Coord. Mecatrônica,Sala Comum,4.00,35,
EMB5642 - Microcontroladores,04605,25,3,,1,04605,1,04605,1,Anderson Wedderhoff Spengler,3,Coord. Mecatrônica,Departamento,Laboratório Informática,3.00,25,
EMB5643 - Eletricidade Aplicada,05606,20,2,,2,05606/05608,2,05606/05608,1,Aluísio do Nascimento Wrasse,2,Coord. Mecatrônica,Departamento,Sala Comum,1.00,20,
EMB5643 - Eletricidade Aplicada,05608,20,2,,2,05606/05608,2,05606/05608,1,Aluísio do Nascimento Wrasse,2,Coord. Mecatrônica,Departamento,Sala Comum,1.00,20,
EMB5645 - Processamento Digital de Sinais,06605,40,3,,1,06605,1,06605,1,Alexandro Garro Brito,2+2,Coord. Mecatrônica,Coord. Mecatrônica,Sala Comum,3.00,40,
EMB5650 - Trabalho De Conclusão de Curso,09605,9,,,1,09605,1,09605,1,Aline Durrer Patelli Juliani,,Coord. Mecatrônica,preencher,,0.00,9,
EMB5655 - Eletrônica de Potência,07605,25,2,2,1,07605,1,07605,1,Hugo Rolando Estofanero Larico,2+2,Coord. Mecatrônica,preencher,Sala Comum,4.00,25,
EMB5656 - Acionamentos Elétricos,08605,25,2,2,1,08605,1,08605,1,Hugo Rolando Estofanero Larico,2+2,Coord. Mecatrônica,preencher,Sala Comum,4.00,25,
EMB5683 - Introdução à Engenharia Mecatrônica,01605,25,2,,1,01605,1,01605,1,Milton Evangelista de Oliveira Filho,2,Coord. Mecatrônica,Departamento,Laboratório Informática,2.00,25,
EMB5695 - Dispositivos Lógicos Programáveis,08605,25,3,,1,08605,1,08605,1,Anderson Wedderhoff Spengler,3,Coord. Mecatrônica,Coord. Mecatrônica,Laboratório Informática,3.00,25,Precisa ser alocado no lab da sala 203
EMB5045 - Trabalho de Conclusão de Curso,09607,20,,,1,09607,1,09607,1,Anelize Borges Monteiro,,Coord. Infraestrutura,preencher,,0.00,20,
EMB5046 - Estágio Curricular Obrigatório,10607,20,,,1,10607,1,10607,1,Helena Paula Nierwinski,,Coord. Infraestrutura,preencher,,0.00,20,
EMB5825 - Topografia I,03607,25,2,1,1,03607,1,03607,1,Julián Asdrubal Buriticá García,3,Coord. Infraestrutura,Departamento,Sala Comum + Campo,3.00,25,
EMB5829 - Topografia II,04607,25,2,1,1,04607,1,04607,1,Yader Alfonso Guerrero Pérez,3,Coord. Infraestrutura,Departamento,Sala Comum + Campo,3.00,25,
EMB5832 - Introdução à Engenharia Civil de Infraestrutura,01607,30,1,0,1,01607,1,01607,2,Valéria Bennack,2,Coord. Infraestrutura,preencher,Sala Comum,1.00,15,
EMB5832 - Introdução à Engenharia Civil de Infraestrutura,01607,30,1,0,1,01607,1,01607,2,Anelize Borges Monteiro,2,Coord. Infraestrutura,preencher,Sala Comum,1.00,15,
EMB5833 - Desenho Técnico Aplicado à Infraestrutura,02607,25,1,3,1,02607,1,02607,1,Andréa Holz Pfutzenreuter,3,Coord. Infraestrutura,Departamento,Laboratório Informática,4.00,25,
EMB5834 - Geologia de Engenharia,05607,25,2,1,1,05607,1,05607,1,Julián Asdrubal Buriticá García,3,Coord. Infraestrutura,preencher,Sala Comum,3.00,25,
EMB5835 - Materiais de Construção I,05607,25,2,1,1,05607,1,05607,1,Luciano Senff,3,Coord. Infraestrutura,Coord. Infraestrutura,Sala Comum + Laboratório Específico,3.00,25,
EMB5836 - Estudos de Impactos Ambientais,05607,25,1,1,1,05607,1,05607,1,Roni Matheus Severis,2,Coord. Infraestrutura,Coord. Infraestrutura,Sala Comum,2.00,25,
EMB5837 - Projeto Arquitetônico,05607,25,1,2,1,05607,1,05607,1,Renata Cavion,3,Coord. Infraestrutura,preencher,Laboratório Informática,3.00,25,
EMB5838 - Hidráulica Geral,05607,25,2,2,1,05607,1,05607,1,Simone Malutta,2+2,Coord. Infraestrutura,Coord. Infraestrutura,Sala Comum,4.00,25,
EMB5839 - Mecânica dos Sólidos II,05607,25,2,2,1,05607,1,05607,1,Luciano Senff,2+2,Coord. Infraestrutura,Coord. Infraestrutura,Sala Comum,4.00,25,
EMB5840 - Custos e Orçamentação,06607,25,2,1,1,06607,1,06607,1,Daniel Hastenpflug,3,Coord. Infraestrutura,Coord. Infraestrutura,Sala Comum,3.00,25,
EMB5841 - Projeto Geométrico de Vias,06607,25,2,2,1,06607,1,06607,1,Breno Salgado Barra,2+2,Coord. Infraestrutura,Coord. Infraestrutura,Sala Comum,4.00,25,
EMB5842 - Teoria das Estruturas,06607,25,1,1,1,06607,1,06607,2,Luciano Senff,2+2,Coord. Infraestrutura,Coord. Infraestrutura,Sala Comum,2.00,12.5,
